isin,time,yield,vol
PIBL1221C139,11:52:40 AM,1.325,3.3
PIBL1221E182,11:52:31 AM,1.39,6.1
PIBL1221A024,11:52:29 AM,1.075,0.5
PIBL1221K452,11:52:07 AM,1.6105,7.63
PIBL1221K452,11:52:00 AM,1.6105,3.03
PIBL1221K452,11:51:50 AM,1.6105,1.51
PIBL1221D147,11:51:40 AM,1.375,0.5
PIBL1221B069,11:51:17 AM,1.14,3
PIBD1031G662,11:51:10 AM,5.265,10
PIBL1221J427,11:50:20 AM,1.61,1.3
PIBL0621F030,11:48:56 AM,1.0685,30
PIBD0526D772,11:48:34 AM,4.3,1
PIBD0725D618,11:48:00 AM,3.625,100
PIBL1221A015,11:46:43 AM,1.115,60
PIID0324C115,11:45:57 AM,2.725,10
PIBL1221E191,11:45:50 AM,1.41,30
PIBL1221C102,11:45:47 AM,1.3,6
PIBL1221C102,11:45:34 AM,1.3,6
PIBL1221C102,11:45:19 AM,1.3,6
PIBL1221D156,11:44:40 AM,1.38,15
PIBD0522A747,11:44:31 AM,1.475,7.3
PIBL1221K452,11:42:53 AM,1.615,20.33
PIBL1221B069,11:42:25 AM,1.135,1.002
PIBL1221K452,11:42:05 AM,1.61,2.03
PIBL1221C102,11:42:04 AM,1.3,29
PIBL1221E191,11:41:50 AM,1.41,1.51
PIBL1221B069,11:41:34 AM,1.14,8.03
PIBD1031G662,11:40:24 AM,5.265,16
PIBL1221C111,11:39:36 AM,1.315,0.1
PIID0524C129,11:39:07 AM,2.8,5.5
PIBL1221E191,11:38:30 AM,1.4125,0.9
PIBL1221E217,11:37:56 AM,1.45,1
PIBL1221D156,11:37:38 AM,1.385,1
PIBL1221K452,11:35:58 AM,1.61,1.02
PIID1026I057,11:35:52 AM,4.5,1
PIBD1029A644,11:34:54 AM,4.7,5
PIBL1221C139,11:34:39 AM,1.325,1
PIBL1221B069,11:34:36 AM,1.14,5
PIBL1221B069,11:33:46 AM,1.14,3.18
PIBL1221C139,11:33:18 AM,1.325,4.1
PIBD0526D772,11:33:07 AM,4.35,48.7
PIID0323B101,11:31:57 AM,2.12,0.5
PIBL1221E191,11:31:06 AM,1.4125,25.22
PIBD0728D649,11:29:44 AM,4.45,30
PIBD1031G662,11:29:23 AM,5.25,10
PIBL1221C139,11:29:09 AM,1.325,6.4
PIBD0728D649,11:29:08 AM,4.45,50
PIID0522L114,11:28:54 AM,2.09,9.4
PIBL1221B069,11:28:48 AM,1.14,7.1
PIID0323B101,11:27:19 AM,2.195,25.1
PIBL1221E191,11:27:00 AM,1.415,4.519
PIID0524C129,11:24:23 AM,2.78,1
PIBL1221B069,11:23:42 AM,1.14,12.1
PIBL1221B069,11:22:58 AM,1.14,1
PIBL1221K452,11:19:43 AM,1.61,6.56
PIBL1221B069,11:18:03 AM,1.135,10
PIID0522L114,11:17:43 AM,2.1,2
