isin,time,yield,vol
PIBL1221B069,3:57:37 PM,1.1,1.001
PIBL1221B069,3:57:36 PM,1.1,1.001
PIBD0728D649,3:57:27 PM,4.2725,100
PIBD0723D588,3:57:20 PM,2.385,0.6
PIBD0723D588,3:57:14 PM,2.385,15
PIBD0526D772,3:49:01 PM,3.735,10.1
PIBD1031G662,3:48:47 PM,4.75,13.43
PIBD1031G662,3:47:46 PM,4.75,17.3
PIBD1031G662,3:47:42 PM,4.75,0.49
PIBD1031G662,3:47:13 PM,4.75,5.35
PIBD1031G662,3:46:56 PM,4.75,19.19
PIBD1031G662,3:46:40 PM,4.75,119.32
PIBD1031G662,3:46:20 PM,4.75,10
PIBD1031G662,3:46:19 PM,4.75,0.41
PIBD1031G662,3:46:16 PM,4.75,10.44
PIBD1031G662,3:46:15 PM,4.75,4.07
PIBD1031G662,3:44:49 PM,4.785,20
PIBD1030G655,3:43:45 PM,4.7,50
PIBL1221G297,3:42:32 PM,1.47,0.15
PIBD0728D649,3:42:31 PM,4.24,100
PIBL1221C120,3:42:31 PM,1.175,0.25
PIBD0728D649,3:42:29 PM,4.24,50
PIID0525H130,3:42:18 PM,3.56,0.025
PIBD0728D649,3:41:40 PM,4.2575,25
PIID0527L140,3:40:58 PM,4.225,0.02
PIID0527L140,3:40:32 PM,4.2,50
PIBL1221F234,3:38:32 PM,1.435,1
PIBL1221C102,3:37:41 PM,1.095,0.51
PIID0527L140,3:37:31 PM,4.2,50
PIID0527L140,3:36:24 PM,4.2,50
PIID0527L140,3:36:18 PM,4.2,50
PIBD0728D649,3:36:10 PM,4.26,50
PIID0527L140,3:36:00 PM,4.2,50
PIBL1221L488,3:35:16 PM,1.62,4.5
PIBD1030G655,3:34:12 PM,4.8,20
PIID0522L114,3:33:42 PM,2.2,0.3
PIBD0322G247,3:33:31 PM,1.7,0.5
PIBL1221E191,3:33:24 PM,1.3525,0.112
PIBD0526D772,3:33:11 PM,3.77,0.7
PIBD0723D588,3:33:03 PM,2.35,25
PIBD0728H654,3:32:03 PM,4.25,1
PIBD0522A747,3:32:01 PM,1.55,0.3
PIBD0728D649,3:30:36 PM,4.24,50
PIBD0728D649,3:28:38 PM,4.24,50
PIBD0728D649,3:28:33 PM,4.24,50
PIBL1221A024,3:28:00 PM,1.03,0.1
PIBL1221A042,3:27:47 PM,1.035,50
PIBL1221F243,3:27:02 PM,1.375,200
PIID0527L140,3:26:41 PM,4.19,50
PIBD0728D649,3:25:53 PM,4.24,50
PIBD2540I116,3:25:20 PM,5,10
PIBL1221F234,3:25:01 PM,1.435,0.15
PIBL1221F234,3:24:57 PM,1.435,2
PIBL1221F243,3:24:13 PM,1.385,200
PIBD1031G662,3:23:58 PM,4.775,15
PIBL1221G279,3:23:15 PM,1.475,147.125
PIBL1221F234,3:22:38 PM,1.39,2.01
PIBL1221F234,3:22:37 PM,1.39,25
PIBL1221F234,3:21:40 PM,1.43,2
PIBL1221F234,3:21:38 PM,1.43,2
PIBL1221F234,3:21:37 PM,1.43,2
PIBL1221F234,3:21:35 PM,1.43,2
PIBL1221F234,3:21:34 PM,1.43,2
PIID0522L114,3:21:05 PM,2.06,22.2
PIID0522L114,3:21:02 PM,2.06,20.7
PIID0522L114,3:19:52 PM,2.06,20
PIBL1221F243,3:18:44 PM,1.385,77.92
PIBL1221C111,3:18:01 PM,1.125,2
PIBL1221C111,3:17:47 PM,1.12,7.515
PIBL1221F243,3:17:44 PM,1.385,77.92
PIBD0522A747,3:17:23 PM,1.525,1.5
PIBL1221F234,3:16:39 PM,1.37,89.67
PIBL1221A042,3:16:18 PM,1.035,100
PIBL1221F225,3:15:57 PM,1.36,71.355
PIBL1221F234,3:15:55 PM,1.37,89.67
PIBL1221C095,3:15:29 PM,1.13,0.3
PIBL1221F225,3:14:55 PM,1.36,71.355
PIBD2540I116,3:13:24 PM,4.985,35
PIBL1221E182,3:12:46 PM,1.365,350
PIBD2540I116,3:11:56 PM,5,35
PIBL1221C111,3:10:18 PM,1.12,3.1
PIBL1221E217,3:09:33 PM,1.36,500
PIBL1221B050,3:08:47 PM,1.105,30
PIBL1221C102,3:08:29 PM,1.095,0.5
PIID0323B101,3:08:28 PM,2.25,0.2
PIBL1221E208,3:08:11 PM,1.36,635.87
PIBL1221L497,3:07:35 PM,1.63,2.026
PIBL1221F243,3:07:23 PM,1.385,200
PIBL1221E217,3:06:54 PM,1.35,450
PIBL1221E217,3:05:12 PM,1.36,500
PIBL1221E208,3:04:49 PM,1.36,635.87
PIBL1221C102,3:03:02 PM,1.095,3.01
PIID0324C115,3:02:26 PM,2.675,0.5
PIBL1221J418,2:59:55 PM,1.55,0.64
PIBL1221H312,2:57:15 PM,1.5,0.509
PIBL1221F243,2:55:37 PM,1.43,0.27
PIID0527L140,2:55:24 PM,4.19,50
PIBL1221F243,2:55:22 PM,1.43,441.702
PIBL1221F234,2:55:00 PM,1.39,1
PIBL1221E182,2:54:38 PM,1.365,30.116
PIBL1221B078,2:53:43 PM,1.095,2
PIID0527L140,2:51:07 PM,4.19,50
PIID0527L140,2:51:02 PM,4.19,50
PIID0527L140,2:50:48 PM,4.19,50
PIID0527L140,2:50:16 PM,4.19,100
PIBD0723D588,2:49:51 PM,2.475,1
PIID0527L140,2:48:46 PM,4.205,40
PIBD1025I608,2:48:43 PM,3.64,6
PIBD1031G662,2:48:22 PM,4.775,10
PIBL1221H312,2:48:20 PM,1.5,2.742
PIBL1221J436,2:48:12 PM,1.6,500
PIBD1031G662,2:48:01 PM,4.775,9
PIID0524C129,2:47:49 PM,2.7,0.6
PIBD2041G241,2:47:11 PM,5.05,5
PIBL1221J436,2:45:17 PM,1.615,84.287
PIBL1221C095,2:40:04 PM,1.1,0.6
PIID0525H130,2:38:26 PM,3.535,20
PIBD0724D595,2:38:25 PM,2.85,0.625
PIID0527L140,2:38:01 PM,4.22,122.43
PIID0527L140,2:37:59 PM,4.22,11.21
PIID0527L140,2:37:57 PM,4.22,4.63
PIID0527L140,2:37:56 PM,4.22,0.45
PIID0527L140,2:37:47 PM,4.22,14.52
PIID0527L140,2:37:46 PM,4.22,17.71
PIID0527L140,2:37:45 PM,4.22,0.52
PIID0527L140,2:37:44 PM,4.22,5.82
PIID0527L140,2:37:43 PM,4.22,22.71
PIBL1221C111,2:37:32 PM,1.12,50
PIBL1221C111,2:37:28 PM,1.11,9.018
PIBL1221E191,2:36:52 PM,1.355,460.182
PIBD1030G655,2:35:24 PM,4.8,3
PIBL1221E182,2:34:23 PM,1.36,0.209
PIID0525H130,2:34:16 PM,3.5,2
PIBL1221F234,2:33:59 PM,1.435,1.5
PIBL0621F021,2:32:58 PM,1.1,0.25
PIBL1221B069,2:32:41 PM,1.175,1
PIID0527L140,2:32:33 PM,4.2,279
PIBL1221B069,2:31:52 PM,1.11,15
PIBL1221C111,2:31:35 PM,1.13,1.002
PIBD1031G662,2:30:59 PM,4.75,50
PIBD0322G247,2:30:43 PM,1.685,16
PIBD1031G662,2:30:42 PM,4.75,50
PIBL1221C111,2:30:27 PM,1.13,0.5
PIBL1221E182,2:29:49 PM,1.365,8
PIBL1221A015,2:28:58 PM,1.095,0.03
PIID0324C115,2:27:26 PM,2.675,9.7
PIID0522L114,2:27:14 PM,2,90.7
PIBL1221C111,2:27:05 PM,1.13,2.004
PIBL1221C111,2:26:19 PM,1.125,5.11
PIID2537J015,2:26:14 PM,5.045,1.2
PIBD0526D772,2:25:57 PM,3.77,2
PIBD0728H654,2:25:55 PM,4.325,0.35
PIBD0728H654,2:25:53 PM,4.325,1.01
PIBL1221E208,2:25:46 PM,1.37,500
PIBL1221A042,2:25:36 PM,1.035,0.317
PIBD0728D649,2:24:41 PM,4.25,50
PIBD0728D649,2:24:02 PM,4.25,500
PIBD0728D649,2:23:57 PM,4.24,50
PIBD0728D649,2:23:53 PM,4.24,50
PIID0324C115,2:22:45 PM,2.675,50
PIID0524C129,2:22:43 PM,2.72,1
PIID0527L140,2:22:28 PM,4.2,100
PIID0527L140,2:21:31 PM,4.205,10
PIID0524C129,2:20:58 PM,2.675,50
PIBL1221B078,2:20:07 PM,1.12,0.301
PIID0324C115,2:19:54 PM,2.675,50
PIBL1221F234,2:19:32 PM,1.43,1.2
PIBL1221B078,2:19:18 PM,1.12,4.004
PIBL1221C095,2:19:16 PM,1.125,50
PIID0527L140,2:19:11 PM,4.2,50
PIBD1027E617,2:19:05 PM,4.175,50
PIID0527L140,2:18:54 PM,4.2,100
PIID0522L114,2:18:47 PM,2.2,0.5
PIID0527L140,2:18:41 PM,4.2,50
PIBL1221H312,2:18:39 PM,1.5,2.022
PIBD0728D649,2:18:25 PM,4.25,200
PIID0527L140,2:18:06 PM,4.2,50
PIID0527L140,2:18:03 PM,4.205,50
PIID0527L140,2:17:55 PM,4.21,17.15
PIID0527L140,2:17:50 PM,4.2,50
PIBD1027E617,2:17:47 PM,4.175,50
PIBD2030E166,2:17:45 PM,4.775,1.3
PIID0527L140,2:17:45 PM,4.2,50
PIBL1221E208,2:16:45 PM,1.385,4.02
PIBL1221C102,2:16:13 PM,1.13,5
PIID0527L140,2:15:28 PM,4.205,50
PIID0527L140,2:15:14 PM,4.205,50
PIID0323B101,2:14:53 PM,2.175,4
PIID0527L140,2:14:50 PM,4.205,50
PIBL1221E208,2:13:58 PM,1.385,4.26
PIBL1221L497,2:13:56 PM,1.63,2
PIBL1221E208,2:13:55 PM,1.385,4.016
PIID0527L140,2:11:51 PM,4.21,50
PIBL1221B078,2:11:11 PM,1.1,0.7
PIID0527L140,2:10:35 PM,4.21,50
PIID0527L140,2:10:20 PM,4.205,2.7
PIID0527L140,2:10:19 PM,4.205,10
PIID0324C115,2:10:14 PM,2.7,2.5
PIBL1221C111,2:05:34 PM,1.155,0.5
PIBL1221E217,2:04:36 PM,1.39,1.506
PIBD0522A747,2:01:01 PM,1.5,11.2
PIID0324C115,2:00:58 PM,2.7,0.5
PIBD1025I608,11:57:59 AM,3.59,2
PIBD0723D588,11:55:26 AM,2.375,10
PIBL1221C111,11:54:30 AM,1.155,0.7
PIBL1221L497,11:54:26 AM,1.635,2.5
PIBD0723D588,11:52:54 AM,2.475,50
