isin,time,yield,vol
PIBL1221B069,11:59:05 AM,1.14,0.5
PIBL1221E191,11:59:01 AM,1.41,3.5
PIBL1220K463,11:57:26 AM,1.025,16
PIBL1221E191,11:56:34 AM,1.4125,0.9
PIBL1221A033,11:55:40 AM,1.1,20.0318
PIBD1029A644,11:55:19 AM,5.01,0.35
PIBL1220K472,11:54:35 AM,1.05,32.638
PIBL1221E191,11:54:16 AM,1.415,3.71
PIBL1221A024,11:53:32 AM,1.0755,25
PIBL1221E191,11:53:21 AM,1.415,4.11
PIBL1221E191,11:52:27 AM,1.41,1.2
PIBL1221E191,11:52:24 AM,1.41,1.51
PIBD0522A747,11:52:21 AM,1.51,230
PIBL1221K452,11:52:18 AM,1.61,5
PIBD0522A747,11:52:12 AM,1.4975,1.18
PIBD0522A747,11:52:10 AM,1.51,3.1
PIID0525H130,11:52:02 AM,4,0.2
PIBD1022I570,11:52:01 AM,1.85,20
PIBD0522A747,11:51:52 AM,1.51,270
PIID1026I057,11:51:10 AM,4.6,0.2
PIBD1022L585,11:50:58 AM,2.325,0.1
PIBL1221E182,11:45:24 AM,1.41,2
PIBL1221K452,11:45:23 AM,1.61,3
PIBL1221K452,11:45:22 AM,1.61,1.3
PIBD1027E617,11:44:03 AM,4.65,0.5
PIID0323B101,11:42:20 AM,2.125,4
PIBL1221B050,11:41:53 AM,1.14,1.1
PIBL1221A033,11:38:51 AM,1.1,8
PIBL1221B050,11:37:40 AM,1.142,25
PIBL1221K452,11:37:24 AM,1.61,5
PIBL1221E191,11:36:20 AM,1.4125,25.6
PIBL1221E191,11:35:26 AM,1.415,0.1
PIBL1221E191,11:34:54 AM,1.41,10.075
PIBD2540I116,11:34:51 AM,5.1,1
PIBL1221K452,11:34:25 AM,1.611,1.2
PIID0323B101,11:33:27 AM,2.125,22.3
PIBL1220L499,11:33:05 AM,1.06,25.076
PIBD0725D618,11:32:33 AM,3.605,2
PIBL1221B069,11:32:28 AM,1.135,2.2
PIBL1221H312,11:31:58 AM,1.505,14.6
PIBD1022H562,11:31:47 AM,1.74,28
PIBL1221A015,11:31:30 AM,1.085,75.0921
PIBL1221J436,11:31:06 AM,1.6,15.016
PIBD1022H562,11:30:48 AM,1.75,28
PIBL1221A024,11:30:46 AM,1.16,10
PIBL1221E191,11:30:38 AM,1.41,0.313
PIBL1221J418,11:30:30 AM,1.605,0.555
PIBL1221K452,11:28:56 AM,1.61,3
PIBL1221B069,11:28:03 AM,1.14,6.07
PIBD0522A747,11:28:01 AM,1.495,50
PIID0323B101,11:26:30 AM,2.1,220
PIID0323B101,11:26:28 AM,2.1,"1,000.00"
PIBL1221K452,11:26:10 AM,1.61,2.5
PIBL1221E191,11:25:52 AM,1.4125,5
PIBD0728D649,11:24:31 AM,4.45,15.12
PIBL1221D165,11:24:15 AM,1.4,2
PIBD0526D772,11:23:19 AM,4.4,100
PIBL1221K452,11:23:15 AM,1.61,1
PIBL1221B069,11:22:49 AM,1.135,1
PIBD0524J762,11:21:06 AM,3.275,11.97
PIID2537J015,11:20:42 AM,5.4,0.685
PIBL1220L499,11:20:24 AM,1.06,5
PIBL1220L499,11:20:22 AM,1.06,5
PIBL1220L499,11:20:21 AM,1.06,10
PIBL1220L499,11:20:18 AM,1.06,5
PIBL1220L499,11:20:15 AM,1.06,5
PIBL1220L499,11:20:08 AM,1.06,5
PIBD1031G662,11:18:30 AM,5.22,0.1
PIBL1221E208,11:18:29 AM,1.375,10.1
PIID1026I057,11:17:46 AM,4.5,1
PIBL1221A033,11:17:24 AM,1.1,3.1
PIBL1221H312,11:13:26 AM,1.5,10.079
PIBL1221E182,11:12:52 AM,1.412,10.048
PIBL1221B069,11:10:45 AM,1.135,0.505
PIID0324C115,11:10:07 AM,2.835,50
PIBD1022H562,11:10:01 AM,1.75,9.6
PIBL1221E191,11:09:15 AM,1.411,4.1
PIBL1221E182,11:08:56 AM,1.41,3
PIBL1221E182,11:08:34 AM,1.41,14.5
PIID0525H130,11:07:46 AM,3.9,192
PIID0323B101,11:07:39 AM,2.2,8
PIBL1221E182,11:07:38 AM,1.41,5
PIBL1221E182,11:07:32 AM,1.41,5
PIBL1221E182,11:07:31 AM,1.41,5
PIID0524C129,11:07:05 AM,2.7,4
PIBL1221K452,11:06:07 AM,1.615,1
PIBD0725D618,11:06:03 AM,3.625,2
PIBL1221B050,11:05:28 AM,1.142,1.004
PIBD0728D649,11:05:13 AM,4.7,3.5
PIBD1031G662,11:04:58 AM,5.25,1.357
PIBD1031G662,11:04:17 AM,5.325,2
PIID0324C115,11:04:09 AM,2.8,2
PIBD0522A747,11:03:42 AM,1.51,50
PIBL1221B050,11:03:42 AM,1.142,2.007
PIBL1221B050,11:01:25 AM,1.142,23.041
PIBL0621F030,11:01:19 AM,1.06,1
PIBL1221B069,11:00:54 AM,1.135,0.6
PIBL1220L499,11:00:04 AM,1.06,28
PIBL1221G304,10:58:49 AM,1.525,5
PIID0524C129,10:57:37 AM,2.875,3
PIBL1221B069,10:57:21 AM,1.175,1.5
PIBL1221G288,10:57:05 AM,1.565,1.5
PIID0323B101,10:57:03 AM,2.2,5
PIBL1221J418,10:55:54 AM,1.605,5
PIBD0522A747,10:55:16 AM,1.5,30
PIBD1025I608,10:55:10 AM,4,12
PIBL1221B069,10:55:09 AM,1.1355,1
PIBL1221B069,10:55:08 AM,1.1355,2.4
PIBL1221B069,10:55:01 AM,1.1355,1
PIBD1031G662,10:54:41 AM,5.275,13
PIBL1221K452,10:54:31 AM,1.61,0.71
PIBL1221K452,10:54:26 AM,1.61,6.58
PIBL1221E191,10:51:50 AM,1.411,1
PIBL1221K452,10:51:32 AM,1.615,4.54
PIBL1221E191,10:50:51 AM,1.41,2.5
PIBL1221E191,10:50:50 AM,1.41,2.5
PIBL1221E191,10:50:49 AM,1.41,2
PIBL1221A033,10:50:45 AM,1.1,1.8
PIBD0322G247,10:48:25 AM,1.5,48
PIBL1220L505,10:45:13 AM,1.065,10.007
PIBL1221A024,10:44:54 AM,1.1,0.52
PIBL1221E191,10:44:52 AM,1.411,2.01
PIBL1221B069,10:42:45 AM,1.135,3
PIBL1220L499,10:42:39 AM,1.06,1.9
PIID0324C115,10:42:23 AM,2.8,5
PIBD0323I252,10:36:38 AM,2.5,8
PIBL1221F261,10:34:15 AM,1.55,1.5
PIBL1221G297,10:31:06 AM,1.5,5
PIBL1221E182,10:27:57 AM,1.405,10
PIBD0522A747,10:27:41 AM,1.51,300
PIBL1221B069,10:27:32 AM,1.135,25
PIID0522L114,10:27:15 AM,2.09,3.3
PIBL1221D174,10:26:27 AM,1.4,0.282
PIBL1221B050,10:25:26 AM,1.14,5
PIBD0526D772,10:23:47 AM,4.375,13.4
PIBD0526D772,10:23:00 AM,4.4,4
PIID0324C115,10:22:09 AM,2.82,"1,000.00"
PIBL1221E191,10:21:57 AM,1.41,20
PIBD0522A747,10:20:49 AM,1.51,729.121
PIBL1221A033,10:20:20 AM,1.1,2.5
PIBL1220L499,10:19:41 AM,1.06,20
PIBL1221A015,10:16:39 AM,1.1,1.5
PIID0324C115,10:14:07 AM,2.849,50
PIBL1221E191,10:13:25 AM,1.4025,0.322
PIBL1221C102,10:13:19 AM,1.3,1.2
PIBL1221E217,10:11:32 AM,1.451,50
PIBD0522A747,10:11:06 AM,1.51,500
PIBD1027E617,10:10:24 AM,4.58,0.15
PIBL1221A033,10:09:48 AM,1.1,1
PIBL1221A024,10:09:09 AM,1.075,2
PIBL1221C102,10:09:07 AM,1.3,0.75
PIBD2537H103,10:08:24 AM,5.25,0.5
PIID2032C014,10:08:19 AM,5.3,2.0025
PIBD2032B183,10:08:17 AM,5.3,2
PIBL1221K452,10:06:56 AM,1.61,5.061
PIBD1024H595,10:05:50 AM,3.3,50
PIBD0524J762,10:05:49 AM,3.25,50
PIBL1221E191,10:04:18 AM,1.41,20
PIBL1221D165,10:04:17 AM,1.4,5.038
PIBL1221B069,10:03:35 AM,1.1355,3.51
PIBL1221K452,10:03:31 AM,1.61,0.5
PIBL1221E191,9:57:49 AM,1.41,1.2
PIBL1221B069,9:55:26 AM,1.135,2.85
PIBL1221B069,9:55:24 AM,1.135,0.73
PIBL1221A033,9:55:23 AM,1.1,0.52
PIBL1221K443,9:55:17 AM,1.61,15
PIID0522L114,9:46:19 AM,1.85,2
PIBL1221A015,9:46:13 AM,1.12,12.014
PIBL1221A024,9:43:18 AM,1.16,15
PIID0323B101,9:38:02 AM,2.105,2.54
PIBL1221C102,9:32:29 AM,1.3,0.903
PIBL1221A024,9:32:13 AM,1.09,5
PIBD0524J762,8:41:32 AM,2.8,0.05
PIBD0323I252,8:40:44 AM,2.33,0.1
PIBD0526D772,8:33:23 AM,4.475,50
PIBD0526D772,8:33:14 AM,4.475,27
PIBD0526D772,8:32:56 AM,4.475,550
PIBD0526D772,8:32:33 AM,4.475,21.8
