isin,time,yield,vol
PIBL1221E217,3:59:48 PM,1.475,5.235
PIBL1221D156,3:58:44 PM,1.3895,10.05
PIBL1221E208,3:58:32 PM,1.45,3.019
PIID0324C115,3:57:22 PM,2.6,10
PIID0324C115,3:57:18 PM,2.6,15
PIID0324C115,3:57:15 PM,2.6,20
PIBD0728H654,3:56:51 PM,4.375,100
PIBD0526D772,3:56:39 PM,4.1245,50
PIBD0526D772,3:55:42 PM,4.11,50
PIBD0526D772,3:55:24 PM,4.11,100
PIBD1027E617,3:53:32 PM,4.195,50
PIBD0526D772,3:53:32 PM,4.085,2
PIBD1027E617,3:53:20 PM,4.195,50
PIBD0728D649,3:49:42 PM,4.33,100
PIBL1221C120,3:47:24 PM,1.37,120
PIID0324C115,3:46:54 PM,2.575,100
PIBD0526D772,3:46:50 PM,4.11,50
PIBL1221K443,3:45:43 PM,1.61,5.05
PIBD0526D772,3:45:39 PM,4.11,50
PIBL1221B069,3:44:33 PM,1.135,0.1
PIBL1221H321,3:44:09 PM,1.575,3.4
PIBD0526D772,3:44:06 PM,4.1,100
PIBD0526D772,3:43:46 PM,4.1,150
PIBD0526D772,3:42:56 PM,4.11,150
PIBL1221C120,3:42:41 PM,1.3725,100
PIBD0526D772,3:42:22 PM,4.1,100
PIBD0526D772,3:42:13 PM,4.0975,150
PIBL1221E182,3:40:50 PM,1.4,1
PIBL1221E182,3:40:48 PM,1.4,7.03
PIBL1221C120,3:40:15 PM,1.375,28.43
PIBD1031G662,3:37:08 PM,4.95,100
PIBD0526D772,3:35:09 PM,4.0995,100
PIBD0526D772,3:34:46 PM,4.0995,200
PIBL1220K463,3:33:08 PM,1.04,26.67
PIBL1220K463,3:33:04 PM,1.04,13.33
PIID0323B101,3:32:58 PM,2.1,50
PIBD0526D772,3:32:33 PM,4.095,50
PIBD0526D772,3:32:30 PM,4.1,50
PIBD0526D772,3:32:27 PM,4.1,50
PIBD0526D772,3:32:23 PM,4.0995,100
PIBD0526D772,3:32:01 PM,4.1,50
PIBD0526D772,3:31:04 PM,4.1,50
PIBD0728H654,3:30:50 PM,4.325,50
PIBD0728H654,3:29:35 PM,4.325,50
PIID0324C115,3:26:57 PM,2.55,20
PIBL1221E182,3:26:12 PM,1.39,0.5
PIBD0526D772,3:25:07 PM,4.1,3.835
PIBD0526D772,3:24:54 PM,4.095,200
PIBL1221F225,3:24:09 PM,1.485,1.2
PIBD0526D772,3:23:51 PM,4.095,200
PIBL1221D156,3:23:00 PM,1.3895,10
PIBL1221A042,3:21:38 PM,1.125,1.613
PIBL1221E182,3:21:04 PM,1.4,25
PIBL1221E208,3:21:04 PM,1.465,500
PIBD1031G662,3:21:04 PM,4.95,50
PIBD1031G662,3:20:35 PM,4.95,100
PIBD1031G662,3:20:07 PM,4.95,50
PIBD1031G662,3:19:41 PM,4.95,100
PIID0323B101,3:18:46 PM,2.1,50
PIBD0723D588,3:17:36 PM,2.1,500
PIBD0723D588,3:17:31 PM,2.1,500
PIBD0526D772,3:17:20 PM,4.075,20
PIBD1031G662,3:16:42 PM,4.95,434
PIBD1031G662,3:16:20 PM,4.95,100
PIBD0522A747,3:14:57 PM,1.465,10
PIBL1220L499,3:14:36 PM,1.1,188.879
PIBD1031G662,3:14:36 PM,4.95,100
PIBD1031G662,3:14:31 PM,4.95,50
PIBD1031G662,3:14:17 PM,4.95,100
PIBL1221B050,3:14:00 PM,1.13,50
PIBL1220L480,3:13:57 PM,1.135,100
PIBL1221A024,3:13:27 PM,1.0895,20.4033
PIBD1031G662,3:12:57 PM,4.95,50
PIBD1031G662,3:12:51 PM,4.95,100
PIID1023H046,3:12:40 PM,2.5,0.552
PIBL1221B050,3:12:37 PM,1.135,100
PIBD1031G662,3:12:16 PM,4.95,100
PIBL1221B050,3:11:03 PM,1.13,0.504
PIBL1221K443,3:09:59 PM,1.61,5.56
PIBL1221E182,3:08:51 PM,1.395,5
PIBL1221E182,3:08:47 PM,1.395,25.13
PIBL1221E182,3:08:46 PM,1.395,5.02
PIBL1221E182,3:08:40 PM,1.395,0.5
PIBD0526D772,3:07:29 PM,4.075,7.1
PIBD0526D772,3:07:26 PM,4.1,50
PIBL1221B050,3:06:25 PM,1.13,1.2
PIBL1221B050,3:06:11 PM,1.13,15.03
PIBL1221B050,3:06:02 PM,1.13,11.41
PIBL1221B050,3:05:52 PM,1.13,10
