isin,time,yield,vol
PIID0323B101,3:59:51 PM,2,39.8
PIBL1221F234,3:57:51 PM,1.2,0.06
PIBD1031G662,3:57:28 PM,4.665,2.26
PIBL1221E217,3:57:25 PM,1.2,0.06
PIBL1221L503,3:57:23 PM,1.63,0.233
PIBD2039A232,3:55:34 PM,4.975,40
PIBD0526D772,3:55:34 PM,3.5525,200
PIID0527L140,3:55:17 PM,4.225,200
PIID0527L140,3:54:50 PM,4.225,200
PIBL1221F243,3:49:45 PM,1.25,1.01
PIBD2532K057,3:47:05 PM,5.05,5
PIBL1221F252,3:46:19 PM,1.25,350
PIBD0522A747,3:46:09 PM,1.375,150
PIID0527L140,3:44:58 PM,4.22,0.005
PIBL1221F243,3:44:15 PM,1.25,2.51
PIBL1221F243,3:44:13 PM,1.25,0.6
PIBL1221F243,3:44:11 PM,1.25,6
PIBD2031G171,3:42:32 PM,4.725,5.3
PIBL1221J418,3:41:03 PM,1.5,4.5
PIID0324C115,3:40:35 PM,2.65,0.05
PIID0527L140,3:38:58 PM,4.1925,3.1
PIBD0726B627,3:36:04 PM,3.675,1
PIID0527L140,3:35:16 PM,4.225,200
PIID0527L140,3:34:55 PM,4.225,50
PIID0527L140,3:34:47 PM,4.225,50
PIID0527L140,3:34:40 PM,4.225,100
PIID0527L140,3:34:21 PM,4.225,50
PIID0527L140,3:34:20 PM,4.225,50
PIBL1221L503,3:33:48 PM,1.63,2.53
PIID0527L140,3:33:02 PM,4.185,50
PIID0527L140,3:30:07 PM,4.185,50
PIBD1031G662,3:29:43 PM,4.725,10.5
PIBL1221C095,3:28:43 PM,1.05,0.5
PIID1023H046,3:25:52 PM,2.75,10
PIBL1221E208,3:24:44 PM,1.27,4.08
PIBL1221L503,3:22:18 PM,1.63,1
PIBL1221K443,3:22:07 PM,1.57,200
PIBL1221J409,3:21:55 PM,1.53,197.61
PIBL1221A042,3:20:55 PM,1.02,0.2
PIBD0522A747,3:19:48 PM,1.5,10
PIBL1221K452,3:19:34 PM,1.535,0.5
PIBL1221K443,3:19:31 PM,1.57,200
PIBL1221J409,3:19:26 PM,1.53,197.61
PIBL1221J436,3:18:50 PM,1.5,0.5
PIBL1221J418,3:17:41 PM,1.475,0.5
PIID0527L140,3:17:01 PM,4.185,18
PIID0324C115,3:16:45 PM,2.625,1
PIBL1221F243,3:15:44 PM,1.3,5.12
PIBL1221F252,3:15:44 PM,1.275,350
PIBL1221H330,3:15:41 PM,1.33,0.5
PIBL1221K461,3:15:35 PM,1.6255,60
PIID0527L140,3:14:28 PM,4.225,50
